-5.680656127929687500e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.680656127929687500e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.680656127929687500e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.680656127929687500e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.680656127929687500e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.680656127929687500e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.680656127929687500e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.365661010742187500e+02,2.903382492065429688e+01,4.151219367980957031e+00,-3.468112945556640625e+00,-5.711892843246459961e-01,-4.817275404930114746e-01,-4.786977171897888184e-01,1.003469347953796387e+00,2.066092938184738159e-01,-9.622350335121154785e-03,3.951882362365722656e+00,9.561067581176757812e+00,1.465299797058105469e+01
-4.423897094726562500e+02,7.293857574462890625e+01,-4.330581665039062500e+00,9.211706161499023438e+00,1.264138031005859375e+01,4.356058597564697266e+00,8.049192428588867188e+00,9.336849212646484375e+00,1.447280526161193848e+00,9.050600051879882812e+00,9.714003562927246094e+00,1.239916038513183594e+01,1.682398605346679688e+01
-4.280493164062500000e+02,6.293170166015625000e+01,4.230335235595703125e+00,1.309970092773437500e+01,1.539903926849365234e+01,8.450586318969726562e+00,1.141803359985351562e+01,1.170759391784667969e+01,2.096227169036865234e+00,1.363001823425292969e+01,1.279450225830078125e+01,1.323080444335937500e+01,1.192737197875976562e+01
-4.914132690429687500e+02,4.334010314941406250e+01,8.608840942382812500e+00,1.682901000976562500e+01,1.562075901031494141e+01,8.174172401428222656e+00,4.417404174804687500e+00,8.242461204528808594e+00,6.686152935028076172e+00,1.335098648071289062e+01,1.190687561035156250e+01,8.192590713500976562e+00,4.560773372650146484e+00
-5.262059326171875000e+02,3.035909652709960938e+01,7.686347484588623047e+00,6.254652976989746094e+00,1.587796568870544434e+00,6.535099029541015625e+00,5.255594253540039062e+00,2.957601070404052734e+00,5.072862148284912109e+00,3.735747098922729492e+00,3.710033178329467773e+00,2.427802801132202148e+00,1.132993102073669434e+00
-4.994214172363281250e+02,4.785739135742187500e+01,1.641154861450195312e+01,7.325479984283447266e+00,-4.201971054077148438e+00,8.692281723022460938e+00,8.193985939025878906e+00,-8.038777112960815430e-02,3.362676620483398438e+00,8.278196334838867188e+00,1.100231266021728516e+01,1.285752487182617188e+01,7.083156585693359375e+00
-4.895942687988281250e+02,4.896807098388671875e+01,1.450946617126464844e+01,5.665548801422119141e+00,3.238594770431518555e+00,9.535524368286132812e+00,4.528547763824462891e+00,3.549085140228271484e+00,2.135933399200439453e+00,1.101852798461914062e+01,1.279685592651367188e+01,1.367951774597167969e+01,1.017645072937011719e+01
-5.255933227539062500e+02,3.666355514526367188e+01,1.015278625488281250e+01,3.189665317535400391e+00,6.514218330383300781e+00,7.631317615509033203e+00,5.303667068481445312e+00,6.853854656219482422e+00,3.997809410095214844e+00,7.040755271911621094e+00,9.432338714599609375e+00,1.173145866394042969e+01,9.150865554809570312e+00
-5.198618164062500000e+02,4.138312530517578125e+01,8.444089889526367188e+00,-1.169417858123779297e+00,1.578823447227478027e+00,1.709799170494079590e-01,9.625400304794311523e-01,7.202961921691894531e+00,1.109913444519042969e+01,6.663350582122802734e+00,1.137006163597106934e+00,3.565639495849609375e+00,3.178845882415771484e+00
-4.957316589355468750e+02,4.736513137817382812e+01,6.521905899047851562e+00,6.515649795532226562e+00,8.013503551483154297e-01,2.389097929000854492e+00,6.621788978576660156e+00,6.954457283020019531e+00,1.302261257171630859e+01,6.024505615234375000e+00,-3.372297286987304688e+00,-2.186282634735107422e+00,1.256370544433593750e+00
-5.026022949218750000e+02,4.636192321777343750e+01,1.046149063110351562e+01,1.064033889770507812e+01,4.853265583515167236e-01,3.811238288879394531e+00,6.911570072174072266e+00,4.939466953277587891e+00,5.045338630676269531e+00,4.279694080352783203e+00,4.261666238307952881e-01,-2.469906806945800781e+00,2.035419940948486328e-01
-4.804443969726562500e+02,6.455648040771484375e+01,2.174387741088867188e+01,7.260783672332763672e+00,-5.285768508911132812e+00,-3.967716991901397705e-01,1.369093358516693115e-01,-2.282387912273406982e-01,-3.862129211425781250e+00,-1.414503574371337891e+00,2.919157028198242188e+00,4.115904867649078369e-01,-2.710714817047119141e+00
-4.385072021484375000e+02,6.820039367675781250e+01,2.994202423095703125e+01,9.265298843383789062e+00,6.641916632652282715e-01,3.188062667846679688e+00,-1.926231741905212402e+00,-3.578129291534423828e+00,-5.195638656616210938e+00,1.796832680702209473e-01,3.105918169021606445e-01,-1.747440814971923828e+00,-6.937110900878906250e+00
-4.159077453613281250e+02,6.585491943359375000e+01,2.679460906982421875e+01,3.865856647491455078e+00,-2.664476156234741211e+00,7.832622528076171875e-01,5.259051322937011719e-01,-5.181557178497314453e+00,-5.286730289459228516e+00,6.986845135688781738e-01,-4.748763084411621094e+00,-8.006458282470703125e+00,-8.837897300720214844e+00
-3.764284362792968750e+02,7.685192871093750000e+01,2.484431457519531250e+01,-3.005463600158691406e+00,-4.265145301818847656e+00,7.756062507629394531e+00,-3.569208621978759766e+00,-5.788551330566406250e+00,-2.904479980468750000e+00,-1.017415881156921387e+00,-1.024460792541503906e+01,-8.985428810119628906e+00,-8.963582992553710938e+00
